"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
-0.24350689306005,0.414798550726682,-0.316602740862271,0.0662346497925938,0.100563017139652,-0.000297038580779036,-0.0640618632480667,-0.738246041252283,0.322081855712989,-0.017321612192036
-0.000890434899368575,-0.000644110333458903,-0.00120166668528275,-0.0630387702671413,0.183267638043337,-0.358954348895832,-0.458563611485034,0.0324568840332966,-0.00345593105011735,-0.030538596848456
0.00244859250217514,-0.00485091152244483,0.00422619382766952,-0.0219245220821912,-0.222222107658685,0.513730119858888,-0.44590382294213,-0.008786075579433,0.00444989345569983,-0.0276837167633223
-0.00373807057985954,0.00680691347723415,-0.00409363242000116,0.059002141428966,-0.202018162862245,0.397243279824879,0.643728406014574,-0.0941848553011762,-0.00687219105764921,-0.0516209817638193
-0.238194371469151,0.42216883746654,-0.308969745729786,0.0468322205144659,-0.11094122745399,-0.0168824025508772,0.0416866649831899,0.645088390009539,0.485925769844715,-0.0117331494383919
-0.0458161248824881,-0.0361675011600657,-0.00057663816657328,-0.0106728227710777,-0.749005259170834,-0.349553363188316,-0.0474003343690821,-0.106386357569489,-0.0390441552737578,-0.544187591910421
5.61811471888433e-06,0.00255577782868796,-0.00332798049872894,0.0283750778201242,0.220765848381746,-0.52399229057725,0.400986613204624,-0.0132528754682276,-0.0119023066632838,-0.0404404520117791
0.0520810205816468,0.0351990795146425,0.0104636281167333,0.00513520854394846,0.488470749202044,0.224495945212707,0.00352457896535878,0.0831855108938478,-0.00740202015112701,-0.83456903976096
-0.241002007079717,0.417468954111412,-0.3107733380561,0.0484289894173924,0.00180428859064423,0.0134773424107512,-0.00953470193661077,0.0983989473078194,-0.811362737527849,0.0208261260856886
-0.0479821855978699,0.0687686432795022,-0.0447924444531889,-0.990993520777504,0.000264480250500789,0.0251154053711152,0.0866161372339744,-0.0202414665486948,0.00461919527163842,-0.000957836736089683
-0.637445210296714,-0.659004631472954,-0.390842936397622,0.00370278051238263,0.0684839631477288,0.0328061990753992,0.00426281855852204,0.0185482063985126,0.00253886972400312,-0.0216079561198064
0.642195351170022,-0.183834711379689,-0.743504412240444,-0.0105465631136811,-0.0274700510275564,-0.0101606832406325,-0.000564021436648021,-0.00163996012459697,-0.00150892670249263,0.00399736205833187
